7387;Clan Interface Armor (Sqd4);BA;1;3;0.2;37
8828;Clan Interface Armor (Sqd5);BA;1;3;0.2;50
9191;Clan Interface Armor (Sqd6);BA;1;3;0.2;65
3673;Aerie PA(L) (Salvage) (Sqd4);BA;1;2;0.4;27
3674;Aerie PA(L) (Sqd4);BA;1;2;0.4;27
8600;Aerie PA(L) (Salvage) (Sqd5);BA;1;2;0.4;37
8601;Aerie PA(L) (Sqd5);BA;1;2;0.4;37
9244;Hantu  AIX-210 (Sqd4);BA;1;2;0.4;44
8964;Aerie PA(L) (Salvage) (Sqd6);BA;1;2;0.4;47
8965;Aerie PA(L) (Sqd6);BA;1;2;0.4;47
7204;Resgate PA(L) (Spotter) (Sqd4);BA;1;2;0.4;54
9245;Hantu  AIX-210 (Sqd5);BA;1;2;0.4;59
4909;Resgate PA(L) (Sqd4);BA;1;2;0.4;61
7202;Resgate PA(L) (Interdictor) (Sqd4);BA;1;2;0.4;61
7203;Resgate PA(L) (Scout) (Sqd4);BA;1;2;0.4;61
9246;Hantu  AIX-210 (Sqd6);BA;1;2;0.4;72
8806;Resgate PA(L) (Spotter) (Sqd5);BA;1;2;0.4;73
8659;Resgate PA(L) (Sqd5);BA;1;2;0.4;82
8804;Resgate PA(L) (Interdictor) (Sqd5);BA;1;2;0.4;82
8805;Resgate PA(L) (Scout) (Sqd5);BA;1;2;0.4;82
9169;Resgate PA(L) (Spotter) (Sqd6);BA;1;2;0.4;94
7205;Resgate PA(L) (Support) (Sqd4);BA;1;2;0.4;94
9023;Resgate PA(L) (Sqd6);BA;1;2;0.4;105
9167;Resgate PA(L) (Interdictor) (Sqd6);BA;1;2;0.4;105
9168;Resgate PA(L) (Scout) (Sqd6);BA;1;2;0.4;105
8807;Resgate PA(L) (Support) (Sqd5);BA;1;2;0.4;127
9170;Resgate PA(L) (Support) (Sqd6);BA;1;2;0.4;203
5560;Tornado PA(L) P17 "Hurricane" (Sqd4);BA;1;3;0.4;212
8706;Tornado PA(L) P17 "Hurricane" (Sqd5);BA;1;3;0.4;285
9070;Tornado PA(L) P17 "Hurricane" (Sqd6);BA;1;3;0.4;367
5838;Constable Pacification Suit [ECM] (Sqd4);BA;1;2;0.75;123
5842;Constable Pacification Suit [TAG] (Sqd4);BA;1;2;0.75;123
5841;Constable Pacification Suit [Sensor] (Sqd4);BA;1;2;0.75;130
6308;Sea Fox Amphibious Armor (Sqd4);BA;1;3;0.75;130
5839;Constable Pacification Suit [LMG] (Sqd4);BA;1;2;0.75;143
8717;Constable Pacification Suit [ECM] (Sqd5);BA;1;2;0.75;166
8721;Constable Pacification Suit [TAG] (Sqd5);BA;1;2;0.75;166
8720;Constable Pacification Suit [Sensor] (Sqd5);BA;1;2;0.75;175
8733;Sea Fox Amphibious Armor (Sqd5);BA;1;3;0.75;175
5840;Constable Pacification Suit [SRM] (Sqd4);BA;1;2;0.75;184
8718;Constable Pacification Suit [LMG] (Sqd5);BA;1;2;0.75;193
5170;Sylph Battle Armor XR (Sqd4);BA;1;2;0.75;195
1274;Gray Death Scout Suit "The Willow Wisps" (Sqd4);BA;1;3;0.75;201
3147;Sylph Battle Armor (Upgrade) (Sqd4);BA;1;2;0.75;213
9081;Constable Pacification Suit [ECM] (Sqd6);BA;1;2;0.75;213
9084;Constable Pacification Suit [TAG] (Sqd6);BA;1;2;0.75;213
9096;Sea Fox Amphibious Armor (Sqd6);BA;1;3;0.75;226
8719;Constable Pacification Suit [SRM] (Sqd5);BA;1;2;0.75;247
9082;Constable Pacification Suit [LMG] (Sqd6);BA;1;2;0.75;248
8677;Sylph Battle Armor XR (Sqd5);BA;1;2;0.75;263
8524;Gray Death Scout Suit "The Willow Wisps" (Sqd5);BA;1;3;0.75;271
3146;Sylph Battle Armor (Sqd4);BA;1;2;0.75;280
8588;Sylph Battle Armor (Upgrade) (Sqd5);BA;1;2;0.75;286
9083;Constable Pacification Suit [SRM] (Sqd6);BA;1;2;0.75;318
9216;Constable Pacification Suit [Sensor] (Sqd6);BA;1;2;0.75;318
9041;Sylph Battle Armor XR (Sqd6);BA;1;2;0.75;338
8888;Gray Death Scout Suit "The Willow Wisps" (Sqd6);BA;1;3;0.75;348
8952;Sylph Battle Armor (Upgrade) (Sqd6);BA;1;2;0.75;368
8587;Sylph Battle Armor (Sqd5);BA;1;2;0.75;377
8951;Sylph Battle Armor (Sqd6);BA;1;2;0.75;485
5171;Sylph Battle Armor (Enhanced) (Sqd4);BA;1;2;0.8;164
8678;Sylph Battle Armor (Enhanced) (Sqd5);BA;1;2;0.8;221
8384;Sylph Battle Armor "Tinkerbelle" (Sqd4);BA;1;2;0.8;271
9042;Sylph Battle Armor (Enhanced) (Sqd6);BA;1;2;0.8;284
7671;Water Elemental Mining Suit (Sqd5);BA;1;2;1;142
9253;Elemental Battle Armor (Headhunter) (Sqd3);BA;1;2;1;155
3677;Afreet Medium Battle Armor (Hell's Horses) (Sqd4);BA;1;2;1;164
6234;Buraq Fast Battle Armor (Hunter-Killer) (Sqd4);BA;1;2;1;168
16;Afreet Medium Battle Armor (Interdictor) (Sqd4);BA;1;2;1;189
9211;Salamander Battle Armor (Sqd3);BA;1;2;1;191
6233;Buraq Fast Battle Armor (Sqd4);BA;1;2;1;199
3351;Undine Battle Armor (Sqd4);BA;1;2;1;203
8030;Longinus C Battle Armor [PPC] (Sqd4);ba;1;3;1;203
9210;Elemental Battle Armor [MG] (Sqd3);BA;1;2;1;208
9206;Elemental Battle Armor [Flamer] (Sqd3);BA;1;2;1;208
9207;Elemental Battle Armor [HMG] (Sqd3);BA;1;2;1;213
953;Elemental Battle Armor (Space) [Flamer] (Sqd4);BA;1;2;1;216
954;Elemental Battle Armor (Space) [MG] (Sqd4);BA;1;2;1;216
3679;Afreet Medium Battle Armor (Sqd4);BA;1;2;1;217
9205;Elemental Battle Armor [ERMicroL] (Sqd3);BA;1;2;1;219
8602;Afreet Medium Battle Armor (Hell's Horses) (Sqd5);BA;1;2;1;221
952;Elemental Battle Armor (Headhunter) (Sqd4);BA;1;2;1;223
8723;Buraq Fast Battle Armor (Hunter-Killer) (Sqd5);BA;1;2;1;226
9506;Cavalier II Battle Armor [Flamer] (Sqd4);BA;1;3;1;229
9208;Elemental Battle Armor [Laser] (Sqd3);BA;1;2;1;230
3957;Clan Medium Battle Armor "Rabid" (Sqd4);BA;1;2;1;241
9209;Elemental Battle Armor [MicroPL] (Sqd3);BA;1;2;1;247
3955;Clan Medium Battle Armor (Laser)  "Volk" (Sqd4);BA;1;2;1;250
8020;Cavalier II Battle Armor [SRM] (Sqd4);BA;1;3;1;252
8478;Afreet Medium Battle Armor (Interdictor) (Sqd5);BA;1;2;1;255
9437;Callisto Battle Armor A [Bearhunter] (Sqd4);BA;1;2;1;256
9382;Dragoon Battle Armor (Advanced) (Sqd4);BA;1;3;1;257
7307;Surat (Gray Death) Solahma Suit (Sqd4);BA;1;3;1;265
8457;Elemental III Battle Armor [Flamer] (Sqd4);BA;1;2;1;266
6368;Oni Battle Armor [Bearhunter] (Sqd4);BA;1;3;1;267
8722;Buraq Fast Battle Armor (Sqd5);BA;1;2;1;268
3956;Clan Medium Battle Armor (Naval) "Bär" (Sqd4);BA;1;2;1;269
955;Elemental Battle Armor (Space) [MicroPL] (Sqd4);BA;1;2;1;272
9443;Callisto Battle Armor A [HMG] (Sqd4);BA;1;2;1;272
9214;Longinus C Battle Armor [PPC] (Sqd5);ba;1;3;1;273
8596;Undine Battle Armor (Sqd5);BA;1;2;1;273
635;Clan Medium Battle Armor "Rache" (Sqd4);BA;1;2;1;276
2789;Salamander Battle Armor (Sqd4);BA;1;2;1;276
9440;Callisto Battle Armor A [ER Laser] (Sqd4);BA;1;2;1;280
6729;Gray Death Strike Suit (Harjel) (Sqd4);BA;1;3;1;285
8966;Afreet Medium Battle Armor (Hell's Horses) (Sqd6);BA;1;2;1;285
9086;Buraq Fast Battle Armor (Hunter-Killer) (Sqd6);BA;1;2;1;290
6237;Wraith Battle Armor (Anti-Infantry) (Sqd4);BA;1;2;1;290
6236;Wraith Battle Armor (Sqd4);BA;1;2;1;291
8490;Elemental Battle Armor (Space) [Flamer] (Sqd5);BA;1;2;1;291
8491;Elemental Battle Armor (Space) [MG] (Sqd5);BA;1;2;1;291
2788;Salamander Battle Armor (Laser) (Sqd4);BA;1;2;1;292
8604;Afreet Medium Battle Armor (Sqd5);BA;1;2;1;292
2787;Salamander Battle Armor (Anti-Infantry) (Sqd4);BA;1;2;1;293
8019;Cavalier II Battle Armor [PPC] (Sqd4);BA;1;3;1;293
9204;Elemental Battle Armor [AP Gauss] (Sqd3);BA;1;2;1;297
950;Elemental Battle Armor (Fire) [Flamer] (Sqd4);BA;1;2;1;299
6367;Oni Battle Armor [Narc] (Sqd4);BA;1;3;1;299
958;Elemental Battle Armor [Flamer] (Sqd4);BA;1;2;1;300
961;Elemental Battle Armor [MG] (Sqd4);BA;1;2;1;300
8489;Elemental Battle Armor (Headhunter) (Sqd5);BA;1;2;1;300
959;Elemental Battle Armor [HMG] (Sqd4);BA;1;2;1;308
9513;Cavalier II Battle Armor [Flamer] (Sqd5);BA;1;3;1;308
9438;Callisto Battle Armor A [Bearhunter] (Sqd5);BA;1;2;1;315
957;Elemental Battle Armor [ERMicroL] (Sqd4);BA;1;2;1;316
8458;Elemental III Battle Armor [MicroPL] (Sqd4);BA;1;2;1;323
8611;Clan Medium Battle Armor "Rabid" (Sqd5);BA;1;2;1;325
3678;Afreet Medium Battle Armor (Jade Falcon) (Sqd4);BA;1;2;1;326
8843;Afreet Medium Battle Armor (Interdictor) (Sqd6);BA;1;2;1;327
4236;Gray Death Strike Suit (Prototype) (Sqd4);BA;1;3;1;328
5615;Purifier Terra Battle Armor [MRR] (Sqd4);BA;1;3;1;328
6235;Buraq Fast Battle Armor (Support) (Sqd4);BA;1;2;1;330
960;Elemental Battle Armor [Laser] (Sqd4);BA;1;2;1;332
3352;Undine Battle Armor (Upgrade) (Sqd4);BA;1;2;1;336
9444;Callisto Battle Armor A [HMG] (Sqd5);BA;1;2;1;337
8609;Clan Medium Battle Armor (Laser)  "Volk" (Sqd5);BA;1;2;1;337
9519;Cavalier II Battle Armor [SRM] (Sqd5);BA;1;3;1;339
5617;Purifier Terra Battle Armor [AP Gauss] (Sqd4);BA;1;3;1;344
9085;Buraq Fast Battle Armor (Sqd6);BA;1;2;1;345
9383;Dragoon Battle Armor (Advanced) (Sqd5);BA;1;3;1;346
9441;Callisto Battle Armor A [ER Laser] (Sqd5);BA;1;2;1;347
6366;Oni Battle Armor [PPC] (Sqd4);BA;1;3;1;347
8960;Undine Battle Armor (Sqd6);BA;1;2;1;352
4123;Elemental II Battle Armor (Sqd4);BA;1;2;1;354
951;Elemental Battle Armor (Fire) [MicroPL] (Sqd4);BA;1;2;1;355
962;Elemental Battle Armor [MicroPL] (Sqd4);BA;1;2;1;356
8018;Cavalier II Battle Armor [MRR] (Sqd4);BA;1;3;1;357
8835;Elemental III Battle Armor [Flamer] (Sqd5);BA;1;2;1;357
8822;Surat (Gray Death) Solahma Suit (Sqd5);BA;1;3;1;357
8740;Oni Battle Armor [Bearhunter] (Sqd5);BA;1;3;1;359
8610;Clan Medium Battle Armor (Naval) "Bär" (Sqd5);BA;1;2;1;362
8492;Elemental Battle Armor (Space) [MicroPL] (Sqd5);BA;1;2;1;366
5616;Purifier Terra Battle Armor [SPL] (Sqd4);BA;1;3;1;368
8485;Clan Medium Battle Armor "Rache" (Sqd5);BA;1;2;1;372
8584;Salamander Battle Armor (Sqd5);BA;1;2;1;372
8854;Elemental Battle Armor (Space) [Flamer] (Sqd6);BA;1;2;1;374
8855;Elemental Battle Armor (Space) [MG] (Sqd6);BA;1;2;1;374
8029;Longinus C Battle Armor [MRR] (Sqd4);ba;1;3;1;376
8968;Afreet Medium Battle Armor (Sqd6);BA;1;2;1;376
9439;Callisto Battle Armor A [Bearhunter] (Sqd6);BA;1;2;1;380
9357;TinStar Battle Armor (Original) (Sqd4);ba;1;3;1;382
9446;Callisto Battle Armor B [MRR] (Sqd4);BA;1;2;1;383
8784;Gray Death Strike Suit (HarJel) (Sqd5);BA;1;3;1;383
8853;Elemental Battle Armor (Headhunter) (Sqd6);BA;1;2;1;386
6365;Oni Battle Armor [MRR] (Sqd4);BA;1;3;1;387
8726;Wraith Battle Armor (Anti-Infantry) (Sqd5);BA;1;2;1;391
8725;Wraith Battle Armor (Sqd5);BA;1;2;1;392
8582;Salamander Battle Armor (Anti-Infantry) (Sqd5);BA;1;2;1;394
8583;Salamander Battle Armor (Laser) (Sqd5);BA;1;2;1;394
9517;Cavalier II Battle Armor [PPC] (Sqd5);BA;1;3;1;395
9514;Cavalier II Battle Armor [Flamer] (Sqd6);BA;1;3;1;396
8456;Elemental III Battle Armor [AP Gauss] (Sqd4);BA;1;2;1;396
8739;Oni Battle Armor [Narc] (Sqd5);BA;1;3;1;402
8487;Elemental Battle Armor (Fire) [Flamer] (Sqd5);BA;1;2;1;403
8495;Elemental Battle Armor [Flamer] (Sqd5);BA;1;2;1;404
8498;Elemental Battle Armor [MG] (Sqd5);BA;1;2;1;404
9449;Callisto Battle Armor B [SRM] (Sqd4);BA;1;2;1;404
9445;Callisto Battle Armor A [HMG] (Sqd6);BA;1;2;1;408
8496;Elemental Battle Armor [HMG] (Sqd5);BA;1;2;1;415
8975;Clan Medium Battle Armor "Rabid" (Sqd6);BA;1;2;1;418
9442;Callisto Battle Armor A [ER Laser] (Sqd6);BA;1;2;1;422
5614;Purifier Terra Battle Armor [ERSL] (Sqd4);BA;1;3;1;424
8494;Elemental Battle Armor [ERMicroL] (Sqd5);BA;1;2;1;426
949;Elemental Battle Armor (Fire) [AP Gauss] (Sqd4);BA;1;2;1;428
956;Elemental Battle Armor [AP Gauss] (Sqd4);BA;1;2;1;428
8973;Clan Medium Battle Armor (Laser) "Volk" (Sqd6);BA;1;2;1;433
8836;Elemental III Battle Armor [MicroPL] (Sqd5);BA;1;2;1;434
9520;Cavalier II Battle Armor [SRM] (Sqd6);BA;1;3;1;436
8603;Afreet Medium Battle Armor (Jade Falcon) (Sqd5);BA;1;2;1;439
8711;Purifier Terra Battle Armor [MRR] (Sqd5);BA;1;3;1;441
